id,name,price,amount,category_id,producer_id,seller_id
8674,"Product: Misty Hartman",215099,81,4,4,8674
8675,"Product: Alexis Diaz",193822,8,5,5,8675
8676,"Product: Robert Woods",785936,11,6,6,8676
8677,"Product: Kim West",130975,42,7,7,8677
8678,"Product: Debbie Walter",578778,50,8,8,8678
8679,"Product: Mary Brown",647944,40,9,9,8679
8680,"Product: Susan Curry",418191,83,10,10,8680
8681,"Product: Susan Harrison",584379,13,11,11,8681
8682,"Product: Joshua Jones",448307,71,12,12,8682
8683,"Product: Heather Scott",422921,78,13,13,8683
8684,"Product: Pamela Ramos",786593,60,14,14,8684
8685,"Product: William Miller",15697,2,15,0,8685
8686,"Product: Terry Martin",393376,42,16,1,8686
8687,"Product: David Rivera",935312,36,17,2,8687
8688,"Product: Anthony Montgomery",150192,35,18,3,8688
8689,"Product: Christopher Chavez",661003,42,19,4,8689
8690,"Product: Sarah Bruce",124859,14,20,5,8690
8691,"Product: Donna Jordan",777138,54,21,6,8691
8692,"Product: Elizabeth Norris",873793,27,22,7,8692
8693,"Product: Benjamin Ramirez",544342,48,23,8,8693
8694,"Product: Jonathan Walters",566904,11,24,9,8694
8695,"Product: Joseph Moss",774859,3,25,10,8695
8696,"Product: Kaitlin Perez",916926,44,26,11,8696
8697,"Product: Vincent Green",617670,41,27,12,8697
8698,"Product: Kristen Shields",801669,99,28,13,8698
8699,"Product: Nicholas Harris",810511,100,29,14,8699
8700,"Product: Allison Rodriguez",528659,18,0,0,8700
8701,"Product: Erika Reyes",115710,7,1,1,8701
8702,"Product: Michael Thomas",627818,93,2,2,8702
8703,"Product: Rachel Barrett",62190,16,3,3,8703
8704,"Product: Jasmine Dominguez",100866,24,4,4,8704
8705,"Product: Lisa Rojas",695015,24,5,5,8705
8706,"Product: Kevin Gross",295716,20,6,6,8706
8707,"Product: Luke Caldwell",89315,45,7,7,8707
8708,"Product: Erin Lopez",499920,4,8,8,8708
8709,"Product: Michael Fox",622547,15,9,9,8709
8710,"Product: Kimberly Weiss",895466,55,10,10,8710
8711,"Product: Paul Williams",231363,85,11,11,8711
8712,"Product: Craig Henderson",143445,61,12,12,8712
8713,"Product: Adam Harper",840399,69,13,13,8713
8714,"Product: Melody Carlson",414127,87,14,14,8714
8715,"Product: Savannah Mcdaniel",196227,26,15,0,8715
8716,"Product: Nancy Garza",549167,94,16,1,8716
8717,"Product: Maria Wilson",656125,95,17,2,8717
8718,"Product: Christopher Rollins",56547,6,18,3,8718
8719,"Product: Curtis Gonzalez",826202,91,19,4,8719
8720,"Product: Joseph Rose",444850,25,20,5,8720
8721,"Product: Ashley Gonzalez",313808,34,21,6,8721
8722,"Product: Autumn Delgado",947790,56,22,7,8722
8723,"Product: Scott Marshall",581779,18,23,8,8723
8724,"Product: Cynthia Marshall",802352,44,24,9,8724
8725,"Product: Richard Hughes",305146,9,25,10,8725
8726,"Product: Eric Bowman",520686,22,26,11,8726
8727,"Product: Meagan Erickson",360007,12,27,12,8727
8728,"Product: Alex Salazar",232970,8,28,13,8728
8729,"Product: Laura Brown",555970,39,29,14,8729
8730,"Product: Samantha Carson",420932,63,0,0,8730
8731,"Product: Heidi Freeman DDS",58071,63,1,1,8731
8732,"Product: Austin Foster",100718,57,2,2,8732
8733,"Product: Tamara Burke",290123,51,3,3,8733
8734,"Product: Jacob Jones",293367,41,4,4,8734
8735,"Product: Donald Smith",214306,65,5,5,8735
8736,"Product: Sean Harrison",899634,93,6,6,8736
8737,"Product: Justin Mcdonald",560242,92,7,7,8737
8738,"Product: Cory Harris",265978,23,8,8,8738
8739,"Product: Jamie Walker",182663,56,9,9,8739
8740,"Product: Raven Young",166423,46,10,10,8740
8741,"Product: Wayne Evans MD",995413,82,11,11,8741
8742,"Product: Sara Foster",908520,79,12,12,8742
8743,"Product: Erica Howard",883054,16,13,13,8743
8744,"Product: Robert Mitchell",912979,38,14,14,8744
8745,"Product: Michelle Cunningham",747043,33,15,0,8745
8746,"Product: Monica Harris",901350,97,16,1,8746
8747,"Product: Mark Cowan",386718,30,17,2,8747
8748,"Product: Jerry Smith",551599,70,18,3,8748
8749,"Product: Sarah Day",687096,76,19,4,8749
8750,"Product: Amy Gonzales",150158,82,20,5,8750
8751,"Product: Debra Wiggins",584539,62,21,6,8751
8752,"Product: Teresa Davis",851670,50,22,7,8752
8753,"Product: Jordan Simpson",587221,71,23,8,8753
8754,"Product: Kaitlyn Greene",59772,42,24,9,8754
8755,"Product: Anthony Gilbert",583861,58,25,10,8755
8756,"Product: Nicole Frederick",971780,13,26,11,8756
8757,"Product: Kenneth Bryant",825595,45,27,12,8757
8758,"Product: Tammy Jones",568133,67,28,13,8758
8759,"Product: Wesley Simmons",824246,7,29,14,8759
8760,"Product: Frank Young",214468,87,0,0,8760
8761,"Product: Dennis Wilkinson",737216,38,1,1,8761
8762,"Product: Cheryl Johnson",905034,7,2,2,8762
8763,"Product: Ann Hughes",981803,9,3,3,8763
8764,"Product: Dylan Gardner",363418,59,4,4,8764
8765,"Product: Teresa Johnson",617595,97,5,5,8765
8766,"Product: Douglas Pena",760941,83,6,6,8766
8767,"Product: Jorge Roberts",318854,9,7,7,8767
8768,"Product: Paul Dickerson",895076,26,8,8,8768
8769,"Product: Robert Smith",859159,77,9,9,8769
8770,"Product: Andrea Turner",568105,0,10,10,8770
8771,"Product: Rachel Smith",112025,8,11,11,8771
8772,"Product: Matthew Ray",147343,59,12,12,8772
8773,"Product: Christopher Sanchez",86866,33,13,13,8773
8774,"Product: Larry Cruz",119018,75,14,14,8774
8775,"Product: Kyle Wright",668677,33,15,0,8775
8776,"Product: Regina Barron",49801,85,16,1,8776
8777,"Product: Luis Williams",37880,88,17,2,8777
8778,"Product: Christopher Boone",620422,2,18,3,8778
8779,"Product: Patricia Hubbard",325106,79,19,4,8779
8780,"Product: Norman Smith",783127,81,20,5,8780
8781,"Product: David Montoya",149327,12,21,6,8781
8782,"Product: Kelly Jefferson",495958,44,22,7,8782
8783,"Product: Mr. Dennis Mack",672287,66,23,8,8783
8784,"Product: Joanne Carter",655996,58,24,9,8784
8785,"Product: Nathan Delacruz",874101,28,25,10,8785
8786,"Product: Angel Owens",293338,73,26,11,8786
8787,"Product: John Bryant",265728,42,27,12,8787
8788,"Product: Jessica Johnson",601059,91,28,13,8788
8789,"Product: Chad Ray",389663,4,29,14,8789
8790,"Product: Carrie Knight",206162,68,0,0,8790
8791,"Product: Anthony Wade",508997,90,1,1,8791
8792,"Product: Kenneth Reed",121451,77,2,2,8792
8793,"Product: John Williams",275180,67,3,3,8793
8794,"Product: Craig Brewer",803943,32,4,4,8794
8795,"Product: James Fuentes",38925,93,5,5,8795
8796,"Product: Sherri Ray",547486,58,6,6,8796
8797,"Product: Shawn Russell",868665,30,7,7,8797
8798,"Product: Troy Rose",260031,14,8,8,8798
8799,"Product: Erica Edwards",387300,19,9,9,8799
8800,"Product: Charles Anderson",470788,47,10,10,8800
8801,"Product: Lisa Vargas",245351,35,11,11,8801
8802,"Product: Jerome Moreno",933818,69,12,12,8802
8803,"Product: Jody Marshall",260370,21,13,13,8803
8804,"Product: Anthony Whitaker",700087,1,14,14,8804
8805,"Product: Madison Davis",892938,40,15,0,8805
8806,"Product: Ashley Vang",34510,54,16,1,8806
8807,"Product: Nicholas Rice",910692,78,17,2,8807
8808,"Product: Samuel Robbins",74216,33,18,3,8808
8809,"Product: Amber Harrison MD",141517,18,19,4,8809
8810,"Product: Andrew Martinez",509500,1,20,5,8810
8811,"Product: Devin Friedman",702088,42,21,6,8811
8812,"Product: Julie Franklin",974580,7,22,7,8812
8813,"Product: Angela Sanchez",576539,67,23,8,8813
8814,"Product: Christine Fuller",643961,86,24,9,8814
8815,"Product: Katelyn Manning",632070,9,25,10,8815
8816,"Product: Matthew Mullen",226538,99,26,11,8816
8817,"Product: Brittany Adams",493764,90,27,12,8817
8818,"Product: Ryan Lewis",500299,82,28,13,8818
8819,"Product: Andrew Davidson",486117,5,29,14,8819
8820,"Product: Brenda Smith",993170,33,0,0,8820
8821,"Product: Kyle Evans",699530,97,1,1,8821
8822,"Product: Maria Rhodes",768729,78,2,2,8822
8823,"Product: Lori Roman",862911,25,3,3,8823
8824,"Product: Jillian Lewis",241004,0,4,4,8824
8825,"Product: Kyle Woods",900332,10,5,5,8825
8826,"Product: Micheal Williams",822504,32,6,6,8826
8827,"Product: Jeff Maxwell",550386,51,7,7,8827
8828,"Product: Kimberly Miranda",784960,58,8,8,8828
8829,"Product: Laura Goodman",634614,58,9,9,8829
8830,"Product: Jason Rodriguez",540859,21,10,10,8830
8831,"Product: Vincent Garcia",975635,73,11,11,8831
8832,"Product: Melissa Harris",497368,83,12,12,8832
8833,"Product: Matthew Arnold",957979,77,13,13,8833
8834,"Product: Stacy Hunter",360543,17,14,14,8834
8835,"Product: Anne Morris",952271,27,15,0,8835
8836,"Product: Rhonda Ramirez",100003,67,16,1,8836
8837,"Product: Susan Wiggins",191272,11,17,2,8837
8838,"Product: Devin Davis",363287,42,18,3,8838
8839,"Product: Cheryl Thornton",767095,56,19,4,8839
8840,"Product: Robert Lopez",851572,65,20,5,8840
8841,"Product: Bradley Hart",246004,39,21,6,8841
8842,"Product: Michelle Franklin",805650,60,22,7,8842
8843,"Product: Lisa Burch",164877,70,23,8,8843
8844,"Product: Elizabeth Hale",496182,38,24,9,8844
8845,"Product: Bobby Cain",437975,40,25,10,8845
8846,"Product: Ellen Booker",564831,63,26,11,8846
8847,"Product: Elizabeth Aguilar",469644,11,27,12,8847
8848,"Product: Derek Dean",356059,71,28,13,8848
8849,"Product: Tiffany Buchanan",888724,20,29,14,8849
8850,"Product: Mike Bradley",873949,21,0,0,8850
8851,"Product: Michael Robinson",579883,77,1,1,8851
8852,"Product: Billy Mason",765246,88,2,2,8852
8853,"Product: Nancy Rhodes",170212,5,3,3,8853
8854,"Product: Rebecca Wang",141477,18,4,4,8854
8855,"Product: William Turner",776884,81,5,5,8855
8856,"Product: Christine Byrd",698124,5,6,6,8856
8857,"Product: Brandon Wagner",356779,69,7,7,8857
8858,"Product: Courtney Allen",53848,53,8,8,8858
8859,"Product: Sharon Horton",355640,54,9,9,8859
8860,"Product: Nicole Leon",74169,37,10,10,8860
8861,"Product: Robert Wiggins",390052,94,11,11,8861
8862,"Product: Elizabeth Morris",108466,99,12,12,8862
8863,"Product: Joseph Copeland",784194,75,13,13,8863
8864,"Product: Jeffrey Byrd",366347,80,14,14,8864
8865,"Product: Jeremy Colon",732156,46,15,0,8865
8866,"Product: Kelly White",966055,77,16,1,8866
8867,"Product: Elizabeth Shannon",141808,65,17,2,8867
8868,"Product: Steven Ramirez",726372,41,18,3,8868
8869,"Product: Daniel Martinez",668727,5,19,4,8869
8870,"Product: Hayley Ruiz",508036,78,20,5,8870
8871,"Product: Kathleen Olson",77520,83,21,6,8871
8872,"Product: Kimberly Flores",410461,74,22,7,8872
8873,"Product: Catherine Mcconnell",135301,4,23,8,8873
8874,"Product: Travis Atkinson",402003,30,24,9,8874
8875,"Product: Alyssa Brady",300948,56,25,10,8875
8876,"Product: Sarah Trevino",515777,60,26,11,8876
8877,"Product: Curtis Beck",81945,100,27,12,8877
8878,"Product: Joel Novak",311019,17,28,13,8878
8879,"Product: Kathy Barnes",638832,28,29,14,8879
8880,"Product: Rebecca Avila",588453,79,0,0,8880
8881,"Product: Todd Underwood",21236,9,1,1,8881
8882,"Product: Julie Medina",145074,3,2,2,8882
8883,"Product: Debbie Ray",86360,60,3,3,8883
8884,"Product: Kevin Johnson",843377,5,4,4,8884
8885,"Product: Michael Hampton",565190,52,5,5,8885
8886,"Product: Timothy Anderson",290144,62,6,6,8886
8887,"Product: Erin Martin",716587,91,7,7,8887
8888,"Product: Miranda Obrien",896618,57,8,8,8888
8889,"Product: Diana Gonzalez",595069,83,9,9,8889
8890,"Product: Ricky Randolph",128941,8,10,10,8890
8891,"Product: Lisa Perez",620213,78,11,11,8891
8892,"Product: Michele Williams",226797,21,12,12,8892
8893,"Product: Mary Wilson",278366,3,13,13,8893
8894,"Product: Monique Johnson",942006,21,14,14,8894
8895,"Product: Maria Zamora",699629,22,15,0,8895
8896,"Product: Danielle Becker",419538,79,16,1,8896
8897,"Product: Diane Fritz",565087,61,17,2,8897
8898,"Product: Jesus Robinson",371689,34,18,3,8898
8899,"Product: Jamie Williams",537542,99,19,4,8899
8900,"Product: Alyssa Randall",52910,93,20,5,8900
8901,"Product: Samuel Mcdonald",354078,10,21,6,8901
8902,"Product: Jesse Briggs",356341,57,22,7,8902
8903,"Product: Sheila Moreno",841684,13,23,8,8903
8904,"Product: Ashley Lutz",443210,92,24,9,8904
8905,"Product: Michelle Sanders",756895,61,25,10,8905
8906,"Product: Robyn Rocha",59223,3,26,11,8906
8907,"Product: Monica Pearson",475729,35,27,12,8907
8908,"Product: Bryan Moore",778027,59,28,13,8908
8909,"Product: Carlos Farrell",523151,77,29,14,8909
8910,"Product: Debra Nixon",807717,24,0,0,8910
8911,"Product: Alyssa Williams",136134,1,1,1,8911
8912,"Product: Jorge Duffy",578677,16,2,2,8912
8913,"Product: Gerald Medina",174170,70,3,3,8913
8914,"Product: David Farley",867773,17,4,4,8914
8915,"Product: Mark Keller",295207,38,5,5,8915
8916,"Product: Arthur Jones",242575,80,6,6,8916
8917,"Product: Emily Garza",542146,7,7,7,8917
8918,"Product: Ashley Kaufman",412327,19,8,8,8918
8919,"Product: Jordan Lawson",520924,86,9,9,8919
8920,"Product: Timothy Sheppard",788163,75,10,10,8920
8921,"Product: James Henry",52839,23,11,11,8921
8922,"Product: Brandon Brady",489441,47,12,12,8922
8923,"Product: Amy Owens",941356,75,13,13,8923
8924,"Product: Lori Allen",224273,75,14,14,8924
8925,"Product: Spencer Stanley",277784,22,15,0,8925
8926,"Product: Jamie Cervantes",20985,29,16,1,8926
8927,"Product: Anne Ramsey",674889,68,17,2,8927
8928,"Product: Daniel Wagner",413174,89,18,3,8928
8929,"Product: Michael Moody",520983,37,19,4,8929
8930,"Product: Nathan Allen",51835,71,20,5,8930
8931,"Product: Joanna Brock",612449,57,21,6,8931
8932,"Product: Melissa Davis",237024,24,22,7,8932
8933,"Product: Mikayla Johnson PhD",222111,66,23,8,8933
8934,"Product: Anne Madden",127330,8,24,9,8934
8935,"Product: Tammy Duncan",736927,90,25,10,8935
8936,"Product: Michael Young",458031,98,26,11,8936
8937,"Product: Nicolas Werner",600858,52,27,12,8937
8938,"Product: Cory Fischer",556890,86,28,13,8938
8939,"Product: Melissa Bailey",878212,41,29,14,8939
8940,"Product: Kenneth Davis",711505,82,0,0,8940
8941,"Product: Lindsay Duncan",365264,11,1,1,8941
8942,"Product: Dana Patel",788596,81,2,2,8942
8943,"Product: Teresa Berg",857135,17,3,3,8943
8944,"Product: Monica Baker",27894,92,4,4,8944
8945,"Product: Destiny Gray",419635,36,5,5,8945
8946,"Product: Elizabeth Key",691049,27,6,6,8946
8947,"Product: Robert Williams",565974,36,7,7,8947
8948,"Product: Robin Davis",635359,91,8,8,8948
8949,"Product: Alexandra Jackson",256797,79,9,9,8949
8950,"Product: Ruben Wilson",284453,61,10,10,8950
8951,"Product: Margaret White",958894,11,11,11,8951
8952,"Product: Rodney Hebert",977362,28,12,12,8952
8953,"Product: Ethan Ayers PhD",354304,10,13,13,8953
8954,"Product: Dr. William Vaughan",882277,47,14,14,8954
8955,"Product: Miss Emily Dyer",241460,44,15,0,8955
8956,"Product: Elizabeth Moses",206651,26,16,1,8956
8957,"Product: Melinda Cisneros",748946,68,17,2,8957
8958,"Product: James Mccall",543936,24,18,3,8958
8959,"Product: Miss Melissa Edwards DVM",633378,19,19,4,8959
8960,"Product: Eric Taylor",758760,38,20,5,8960
8961,"Product: Ashley Green",256820,49,21,6,8961
8962,"Product: Tammy Obrien",358508,3,22,7,8962
8963,"Product: Tabitha Cisneros",439276,66,23,8,8963
8964,"Product: Matthew Jenkins",724608,41,24,9,8964
8965,"Product: William Baker",285430,98,25,10,8965
8966,"Product: Christopher Bradley",165027,21,26,11,8966
8967,"Product: John Johnson",275955,28,27,12,8967
8968,"Product: Shaun Proctor",428941,5,28,13,8968
8969,"Product: Chad Wilson",921603,70,29,14,8969
8970,"Product: Stacy Murphy",387764,55,0,0,8970
8971,"Product: Sara Acosta",747874,56,1,1,8971
8972,"Product: Robert Knox",340091,53,2,2,8972
8973,"Product: Jonathan Quinn",846070,9,3,3,8973
8974,"Product: Gary Jackson",708981,52,4,4,8974
8975,"Product: Gabriel Fields",975808,76,5,5,8975
8976,"Product: Stephanie Larson",279208,32,6,6,8976
8977,"Product: Jessica Mayer",542490,84,7,7,8977
8978,"Product: Tammy Robinson",188071,90,8,8,8978
8979,"Product: Joy Gray",578404,41,9,9,8979
8980,"Product: Samuel Adams",579643,78,10,10,8980
8981,"Product: Matthew Gonzales III",927714,75,11,11,8981
8982,"Product: Emily Parks",328539,33,12,12,8982
8983,"Product: Michelle Jenkins",456899,73,13,13,8983
8984,"Product: Barbara Salazar",194391,72,14,14,8984
8985,"Product: Andrea Daniel",750365,66,15,0,8985
8986,"Product: Manuel Chavez",371750,14,16,1,8986
8987,"Product: Jamie Bradshaw",679202,88,17,2,8987
8988,"Product: Andrew Martin",613653,51,18,3,8988
8989,"Product: Robert Wilson",790582,72,19,4,8989
8990,"Product: Kelly Brown",357825,6,20,5,8990
8991,"Product: Tyler Martin",504153,44,21,6,8991
8992,"Product: Bailey Garcia",932054,84,22,7,8992
8993,"Product: Mr. Mark Morrow DDS",902161,11,23,8,8993
8994,"Product: Sean Johnson",718986,30,24,9,8994
8995,"Product: William Warner",836230,87,25,10,8995
8996,"Product: Jodi Page",616601,49,26,11,8996
8997,"Product: Jessica Ingram",804280,93,27,12,8997
8998,"Product: Mrs. Nancy Johnson",377289,42,28,13,8998
8999,"Product: Timothy Hunter",759438,46,29,14,8999
9000,"Product: Brianna Mcintosh",381326,10,0,0,9000
9001,"Product: Katie Flores",991621,18,1,1,9001
9002,"Product: Andrea Patel",936937,75,2,2,9002
9003,"Product: Robert Smith",618699,19,3,3,9003
9004,"Product: John Anderson",300245,43,4,4,9004
9005,"Product: Mr. Christopher Reed Jr.",69284,49,5,5,9005
9006,"Product: Brady Leon",206148,41,6,6,9006
9007,"Product: Melissa Fox",494013,87,7,7,9007
9008,"Product: Keith Roy",16568,65,8,8,9008
9009,"Product: Stephen Walton",493499,13,9,9,9009
9010,"Product: Daniel Oliver",571058,24,10,10,9010
9011,"Product: Andrew Warren",39951,66,11,11,9011
9012,"Product: Rachel Williams",854185,63,12,12,9012
9013,"Product: Jennifer Jennings",123754,11,13,13,9013
9014,"Product: Lee Davila",793468,8,14,14,9014
9015,"Product: Nicole Hancock",763407,19,15,0,9015
9016,"Product: Michele Vasquez",801221,24,16,1,9016
9017,"Product: Amber Garza",773531,92,17,2,9017
9018,"Product: Shirley Sullivan",617359,59,18,3,9018
9019,"Product: John Johnson",189003,31,19,4,9019
9020,"Product: Robert Nichols",102606,54,20,5,9020
9021,"Product: Frank Webb",781836,22,21,6,9021
9022,"Product: Brittany Schmidt",445695,28,22,7,9022
9023,"Product: Patrick Cooke",54368,62,23,8,9023
9024,"Product: Jennifer Fisher",20883,75,24,9,9024
9025,"Product: Sandra Jackson",266924,93,25,10,9025
9026,"Product: Sandra Lang DVM",849275,13,26,11,9026
9027,"Product: Brittney Rivers",263703,52,27,12,9027
9028,"Product: Michelle Wood",55824,35,28,13,9028
9029,"Product: Jeremy Ryan",604912,6,29,14,9029
9030,"Product: Diana Boyd",547445,47,0,0,9030
9031,"Product: Justin Cross",86174,65,1,1,9031
9032,"Product: Susan Curry",202875,81,2,2,9032
9033,"Product: Joshua Vang",610584,71,3,3,9033
9034,"Product: Katelyn Rodgers",263541,80,4,4,9034
9035,"Product: Jennifer Ward",696401,55,5,5,9035
9036,"Product: Heather Massey",158709,40,6,6,9036
9037,"Product: Angie Ortega",902076,3,7,7,9037
9038,"Product: Danny Wilson",963650,10,8,8,9038
9039,"Product: Christopher Pearson Jr.",548562,62,9,9,9039
9040,"Product: Stephanie Williams",387083,82,10,10,9040
9041,"Product: Jennifer King",592626,14,11,11,9041
9042,"Product: James Jackson",959711,84,12,12,9042
9043,"Product: Patricia Torres",615849,50,13,13,9043
9044,"Product: Michael Anderson",710614,96,14,14,9044
9045,"Product: Tanya Roberts",106437,17,15,0,9045
9046,"Product: Alexis Rodriguez",35863,93,16,1,9046
9047,"Product: Lance Morris",131277,20,17,2,9047
9048,"Product: Jacob Snow",477339,91,18,3,9048
9049,"Product: Linda Sosa",799417,30,19,4,9049
9050,"Product: Isabel King",420372,25,20,5,9050
9051,"Product: John Thomas",693453,61,21,6,9051
9052,"Product: Justin Navarro",222515,0,22,7,9052
9053,"Product: Emily Shaffer",476911,31,23,8,9053
9054,"Product: Amanda Richardson",540005,41,24,9,9054
9055,"Product: Wanda Bartlett",217997,7,25,10,9055
9056,"Product: Rebecca Young",65582,27,26,11,9056
9057,"Product: Jesus Rivera DVM",82539,98,27,12,9057
9058,"Product: Michelle Morgan",566832,2,28,13,9058
9059,"Product: Alexander Larsen",331744,40,29,14,9059
9060,"Product: Laura Smith",846074,37,0,0,9060
9061,"Product: Traci Stout",667806,71,1,1,9061
9062,"Product: Derek Blair",448304,54,2,2,9062
9063,"Product: Eric Hernandez",163709,56,3,3,9063
9064,"Product: James Nelson",272074,39,4,4,9064
9065,"Product: Nicholas Rodriguez",711894,41,5,5,9065
9066,"Product: Maria Morales",195182,94,6,6,9066
9067,"Product: Aaron Williams",436479,4,7,7,9067
9068,"Product: Michelle Phillips",176113,58,8,8,9068
9069,"Product: Amanda Franklin",26697,24,9,9,9069
9070,"Product: Dorothy Mills",534350,1,10,10,9070
9071,"Product: Erik Richardson",469854,26,11,11,9071
9072,"Product: Jessica Jones",834141,96,12,12,9072
9073,"Product: Robert Morales",272260,13,13,13,9073
9074,"Product: John Alexander",975203,11,14,14,9074
9075,"Product: Lauren Fitzpatrick",599606,47,15,0,9075
9076,"Product: Jennifer Clark",364879,41,16,1,9076
9077,"Product: Felicia Jensen",931644,36,17,2,9077
9078,"Product: Luke Hall",604224,33,18,3,9078
9079,"Product: Erica Berry",152258,0,19,4,9079
9080,"Product: Sandra Figueroa",64739,60,20,5,9080
9081,"Product: John Johnson",916075,65,21,6,9081
9082,"Product: Amanda Brooks",546746,37,22,7,9082
9083,"Product: Meredith Taylor",445539,47,23,8,9083
9084,"Product: Mary Olson",820380,100,24,9,9084
9085,"Product: Stephen Brown",635756,57,25,10,9085
9086,"Product: Suzanne Chase",949107,43,26,11,9086
9087,"Product: Mark Allen",207489,17,27,12,9087
9088,"Product: Erin Lewis",380376,69,28,13,9088
9089,"Product: Anthony Williams",736375,47,29,14,9089
9090,"Product: Danielle Adams",255022,7,0,0,9090
9091,"Product: Laura White",620555,23,1,1,9091
9092,"Product: Lisa Arroyo",896644,6,2,2,9092
9093,"Product: Holly Villanueva",512750,72,3,3,9093
9094,"Product: Diane Mcdonald",917838,41,4,4,9094
9095,"Product: Ashley Russell",334279,3,5,5,9095
9096,"Product: Wayne Kelley",145312,87,6,6,9096
9097,"Product: Michael Cervantes DDS",622872,82,7,7,9097
9098,"Product: Sydney Kane",731408,29,8,8,9098
9099,"Product: Terri White",857147,96,9,9,9099
9100,"Product: Nicholas Howard",513377,95,10,10,9100
9101,"Product: Krystal Peterson PhD",584645,38,11,11,9101
9102,"Product: Nicole Jones",488130,15,12,12,9102
9103,"Product: Miranda Smith",13233,89,13,13,9103
9104,"Product: Susan Harmon",421740,27,14,14,9104
9105,"Product: Thomas Hampton",325231,5,15,0,9105
9106,"Product: Sarah Hooper",573686,26,16,1,9106
9107,"Product: Kaitlyn Flores",846777,93,17,2,9107
9108,"Product: Stephanie Weiss",357331,99,18,3,9108
9109,"Product: Maurice Wilson",318392,31,19,4,9109
9110,"Product: Jesus Armstrong",172165,61,20,5,9110
9111,"Product: Kenneth Hampton",707557,35,21,6,9111
9112,"Product: Alexandra Arroyo",881112,23,22,7,9112
9113,"Product: Brett Wood",152773,37,23,8,9113
9114,"Product: Sabrina Smith",869428,57,24,9,9114
9115,"Product: Thomas Clarke",512779,53,25,10,9115
9116,"Product: Christina Williamson",886705,40,26,11,9116
9117,"Product: Philip Lewis",166477,50,27,12,9117
9118,"Product: Christine Cannon",241631,74,28,13,9118
9119,"Product: Tom Mitchell",497872,64,29,14,9119
9120,"Product: Brendan Alvarez",447441,32,0,0,9120
9121,"Product: Laura Johnson",530582,16,1,1,9121
9122,"Product: Benjamin Santana",110178,93,2,2,9122
9123,"Product: Kelly Allen",481376,35,3,3,9123
9124,"Product: James Smith",69956,10,4,4,9124
9125,"Product: Michelle Kirby",986190,28,5,5,9125
9126,"Product: Christopher Franco",501549,7,6,6,9126
9127,"Product: Chad Phillips",630977,23,7,7,9127
9128,"Product: Jennifer Williams",914612,95,8,8,9128
9129,"Product: Sarah Taylor",553393,3,9,9,9129
9130,"Product: Scott Jennings",388785,92,10,10,9130
9131,"Product: Tyler Gonzalez",181449,6,11,11,9131
9132,"Product: Brenda Rodriguez",174014,72,12,12,9132
9133,"Product: Seth Rich",224730,26,13,13,9133
9134,"Product: Jonathan Hughes",697401,7,14,14,9134
9135,"Product: Steven Weaver",572780,63,15,0,9135
9136,"Product: Veronica Chen",26132,39,16,1,9136
9137,"Product: Tracy Abbott",876763,22,17,2,9137
9138,"Product: Mia Copeland",408127,16,18,3,9138
9139,"Product: Timothy Guzman",100512,7,19,4,9139
9140,"Product: Debra Wheeler",251799,79,20,5,9140
9141,"Product: Emily Bowers",328076,62,21,6,9141
9142,"Product: Noah Peters",149788,18,22,7,9142
9143,"Product: Tammy Coleman",949610,79,23,8,9143
9144,"Product: James Daniels",118573,98,24,9,9144
9145,"Product: Javier Adams",599698,89,25,10,9145
9146,"Product: Thomas Johnson",329396,37,26,11,9146
9147,"Product: Eric Rodgers",644869,62,27,12,9147
9148,"Product: Carol Walker",414222,68,28,13,9148
9149,"Product: Ryan Delgado",710273,56,29,14,9149
9150,"Product: Patrick Wilkins",708638,67,0,0,9150
9151,"Product: Teresa Ryan",277895,17,1,1,9151
9152,"Product: Joseph Johns",62211,41,2,2,9152
9153,"Product: Justin Wilson",907515,40,3,3,9153
9154,"Product: Lance Carroll",699029,9,4,4,9154
9155,"Product: Nicole Lee",588294,78,5,5,9155
9156,"Product: Joseph Simmons",63504,39,6,6,9156
9157,"Product: John Fletcher",153599,83,7,7,9157
9158,"Product: Mark Garcia",257226,3,8,8,9158
9159,"Product: Kenneth Wilson",691867,25,9,9,9159
9160,"Product: Shannon Chambers",140295,94,10,10,9160
9161,"Product: Debbie Mooney",418627,47,11,11,9161
9162,"Product: Paul Henry",833224,20,12,12,9162
9163,"Product: Brian Davis",924981,25,13,13,9163
9164,"Product: Adam Parker",446980,49,14,14,9164
9165,"Product: Stephanie Carlson",938481,61,15,0,9165
9166,"Product: Victoria Joseph",638340,16,16,1,9166
9167,"Product: Ms. Alexis Sherman",340330,89,17,2,9167
9168,"Product: Amanda Mccullough",549236,34,18,3,9168
9169,"Product: Sandra Young",83811,8,19,4,9169
9170,"Product: Brandon Brown",186841,94,20,5,9170
9171,"Product: Beth Perez",223838,38,21,6,9171
9172,"Product: Julie Duffy",927289,57,22,7,9172
9173,"Product: Holly Powell",852883,14,23,8,9173
9174,"Product: Jason Phillips",498908,47,24,9,9174
9175,"Product: Craig Perez",763182,21,25,10,9175
9176,"Product: Dr. Kelly Williams",726406,73,26,11,9176
9177,"Product: Justin Harper",624852,62,27,12,9177
9178,"Product: Kelli Collins",600596,14,28,13,9178
9179,"Product: John Jones",175811,70,29,14,9179
9180,"Product: Heather Miller",660288,2,0,0,9180
9181,"Product: Shawn Jennings",526443,13,1,1,9181
